country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,suicides_per_100k
Kuwait,1985,1,0,2,150900,1.33,Kuwait1985,0.732,"21,442,619,681",14607,Generation X,1.3253810470510272
Kuwait,1985,0,2,1,121900,0.82,Kuwait1985,0.732,"21,442,619,681",14607,Silent,0.8203445447087777
Kuwait,1985,0,0,0,145200,0.0,Kuwait1985,0.732,"21,442,619,681",14607,Generation X,0.0
Kuwait,1985,0,3,0,189600,0.0,Kuwait1985,0.732,"21,442,619,681",14607,Generation X,0.0
Kuwait,1985,0,4,0,22400,0.0,Kuwait1985,0.732,"21,442,619,681",14607,G.I. Generation,0.0
Kuwait,1985,0,5,0,3400,0.0,Kuwait1985,0.732,"21,442,619,681",14607,G.I. Generation,0.0
Kuwait,1985,1,3,0,196600,0.0,Kuwait1985,0.732,"21,442,619,681",14607,Generation X,0.0
Kuwait,1985,1,5,0,3000,0.0,Kuwait1985,0.732,"21,442,619,681",14607,G.I. Generation,0.0
Kuwait,1986,1,0,4,157400,2.54,Kuwait1986,,"17,903,681,693",11661,Generation X,2.5412960609911055
Kuwait,1986,0,1,3,143000,2.1,Kuwait1986,,"17,903,681,693",11661,Boomers,2.097902097902098
Kuwait,1986,1,1,5,238400,2.1,Kuwait1986,,"17,903,681,693",11661,Boomers,2.0973154362416104
Kuwait,1986,1,2,3,246500,1.22,Kuwait1986,,"17,903,681,693",11661,Silent,1.2170385395537526
Kuwait,1986,0,2,1,127800,0.78,Kuwait1986,,"17,903,681,693",11661,Silent,0.7824726134585289
Kuwait,1986,0,0,0,152100,0.0,Kuwait1986,,"17,903,681,693",11661,Generation X,0.0
Kuwait,1986,0,3,0,198400,0.0,Kuwait1986,,"17,903,681,693",11661,Generation X,0.0
Kuwait,1986,0,4,0,23400,0.0,Kuwait1986,,"17,903,681,693",11661,G.I. Generation,0.0
Kuwait,1986,0,5,0,3400,0.0,Kuwait1986,,"17,903,681,693",11661,G.I. Generation,0.0
Kuwait,1986,1,3,0,205000,0.0,Kuwait1986,,"17,903,681,693",11661,Generation X,0.0
Kuwait,1986,1,4,0,36700,0.0,Kuwait1986,,"17,903,681,693",11661,G.I. Generation,0.0
Kuwait,1986,1,5,0,3200,0.0,Kuwait1986,,"17,903,681,693",11661,G.I. Generation,0.0
Kuwait,1987,0,4,1,24300,4.12,Kuwait1987,,"22,365,734,482",13924,G.I. Generation,4.11522633744856
Kuwait,1987,1,1,6,249500,2.4,Kuwait1987,,"22,365,734,482",13924,Boomers,2.404809619238477
Kuwait,1987,1,2,4,257900,1.55,Kuwait1987,,"22,365,734,482",13924,Silent,1.550988755331524
Kuwait,1987,0,2,2,134100,1.49,Kuwait1987,,"22,365,734,482",13924,Silent,1.4914243102162565
Kuwait,1987,0,1,1,150100,0.67,Kuwait1987,,"22,365,734,482",13924,Boomers,0.6662225183211192
Kuwait,1987,0,0,1,159300,0.63,Kuwait1987,,"22,365,734,482",13924,Generation X,0.6277463904582549
Kuwait,1987,1,0,1,164300,0.61,Kuwait1987,,"22,365,734,482",13924,Generation X,0.6086427267194157
Kuwait,1987,0,3,0,207600,0.0,Kuwait1987,,"22,365,734,482",13924,Generation X,0.0
Kuwait,1987,0,5,0,3700,0.0,Kuwait1987,,"22,365,734,482",13924,G.I. Generation,0.0
Kuwait,1987,1,3,0,213800,0.0,Kuwait1987,,"22,365,734,482",13924,Generation X,0.0
Kuwait,1987,1,4,0,38400,0.0,Kuwait1987,,"22,365,734,482",13924,G.I. Generation,0.0
Kuwait,1987,1,5,0,3300,0.0,Kuwait1987,,"22,365,734,482",13924,G.I. Generation,0.0
Kuwait,1993,0,1,4,130800,3.06,Kuwait1993,,"23,941,391,391",18798,Boomers,3.058103975535168
Kuwait,1993,1,1,6,207800,2.89,Kuwait1993,,"23,941,391,391",18798,Boomers,2.8873917228103942
Kuwait,1993,1,4,1,35200,2.84,Kuwait1993,,"23,941,391,391",18798,Silent,2.840909090909091
Kuwait,1993,1,2,4,227100,1.76,Kuwait1993,,"23,941,391,391",18798,Boomers,1.7613386173491854
Kuwait,1993,0,2,2,123800,1.62,Kuwait1993,,"23,941,391,391",18798,Boomers,1.615508885298869
Kuwait,1993,1,0,1,119600,0.84,Kuwait1993,,"23,941,391,391",18798,Generation X,0.8361204013377926
Kuwait,1993,0,0,0,112300,0.0,Kuwait1993,,"23,941,391,391",18798,Generation X,0.0
Kuwait,1993,0,3,0,144300,0.0,Kuwait1993,,"23,941,391,391",18798,Millenials,0.0
Kuwait,1993,0,4,0,23500,0.0,Kuwait1993,,"23,941,391,391",18798,Silent,0.0
Kuwait,1993,0,5,0,2800,0.0,Kuwait1993,,"23,941,391,391",18798,G.I. Generation,0.0
Kuwait,1993,1,3,0,143300,0.0,Kuwait1993,,"23,941,391,391",18798,Millenials,0.0
Kuwait,1993,1,5,0,3100,0.0,Kuwait1993,,"23,941,391,391",18798,G.I. Generation,0.0
Kuwait,1994,0,1,7,132800,5.27,Kuwait1994,,"24,848,483,838",17161,Boomers,5.271084337349397
Kuwait,1994,0,2,5,123000,4.07,Kuwait1994,,"24,848,483,838",17161,Boomers,4.065040650406504
Kuwait,1994,1,1,8,279700,2.86,Kuwait1994,,"24,848,483,838",17161,Boomers,2.860207365033965
Kuwait,1994,1,2,7,289600,2.42,Kuwait1994,,"24,848,483,838",17161,Boomers,2.4171270718232045
Kuwait,1994,1,4,1,41900,2.39,Kuwait1994,,"24,848,483,838",17161,Silent,2.3866348448687353
Kuwait,1994,1,0,2,137100,1.46,Kuwait1994,,"24,848,483,838",17161,Generation X,1.4587892049598834
Kuwait,1994,0,0,0,111900,0.0,Kuwait1994,,"24,848,483,838",17161,Generation X,0.0
Kuwait,1994,0,3,0,149200,0.0,Kuwait1994,,"24,848,483,838",17161,Millenials,0.0
Kuwait,1994,0,4,0,22500,0.0,Kuwait1994,,"24,848,483,838",17161,Silent,0.0
Kuwait,1994,0,5,0,2500,0.0,Kuwait1994,,"24,848,483,838",17161,G.I. Generation,0.0
Kuwait,1994,1,3,0,154600,0.0,Kuwait1994,,"24,848,483,838",17161,Millenials,0.0
Kuwait,1994,1,5,0,3200,0.0,Kuwait1994,,"24,848,483,838",17161,G.I. Generation,0.0
Kuwait,1995,1,0,5,142900,3.5,Kuwait1995,0.752,"27,191,689,008",17995,Generation X,3.4989503149055285
Kuwait,1995,1,1,9,292900,3.07,Kuwait1995,0.752,"27,191,689,008",17995,Generation X,3.072721065209969
Kuwait,1995,1,2,7,303300,2.31,Kuwait1995,0.752,"27,191,689,008",17995,Boomers,2.30794592812397
Kuwait,1995,0,2,2,128200,1.56,Kuwait1995,0.752,"27,191,689,008",17995,Boomers,1.5600624024960996
Kuwait,1995,0,1,2,138600,1.44,Kuwait1995,0.752,"27,191,689,008",17995,Generation X,1.443001443001443
Kuwait,1995,0,0,1,116400,0.86,Kuwait1995,0.752,"27,191,689,008",17995,Generation X,0.8591065292096219
Kuwait,1995,0,3,0,155100,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Millenials,0.0
Kuwait,1995,0,4,0,23300,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Silent,0.0
Kuwait,1995,0,5,0,2600,0.0,Kuwait1995,0.752,"27,191,689,008",17995,G.I. Generation,0.0
Kuwait,1995,1,3,0,160900,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Millenials,0.0
Kuwait,1995,1,4,0,43700,0.0,Kuwait1995,0.752,"27,191,689,008",17995,Silent,0.0
Kuwait,1995,1,5,0,3200,0.0,Kuwait1995,0.752,"27,191,689,008",17995,G.I. Generation,0.0
Kuwait,1996,0,1,8,143900,5.56,Kuwait1996,,"31,493,987,642",20076,Generation X,5.559416261292564
Kuwait,1996,1,4,2,45300,4.42,Kuwait1996,,"31,493,987,642",20076,Silent,4.415011037527594
Kuwait,1996,1,1,10,304400,3.29,Kuwait1996,,"31,493,987,642",20076,Generation X,3.2851511169513796
Kuwait,1996,0,0,3,120600,2.49,Kuwait1996,,"31,493,987,642",20076,Generation X,2.487562189054726
Kuwait,1996,1,2,6,315300,1.9,Kuwait1996,,"31,493,987,642",20076,Boomers,1.9029495718363463
Kuwait,1996,1,0,1,148200,0.67,Kuwait1996,,"31,493,987,642",20076,Generation X,0.6747638326585695
Kuwait,1996,0,2,0,133200,0.0,Kuwait1996,,"31,493,987,642",20076,Boomers,0.0
Kuwait,1996,0,3,0,160800,0.0,Kuwait1996,,"31,493,987,642",20076,Millenials,0.0
Kuwait,1996,0,4,0,24200,0.0,Kuwait1996,,"31,493,987,642",20076,Silent,0.0
Kuwait,1996,0,5,0,2700,0.0,Kuwait1996,,"31,493,987,642",20076,G.I. Generation,0.0
Kuwait,1996,1,3,0,166800,0.0,Kuwait1996,,"31,493,987,642",20076,Millenials,0.0
Kuwait,1996,1,5,0,3300,0.0,Kuwait1996,,"31,493,987,642",20076,G.I. Generation,0.0
Kuwait,1997,0,1,7,148300,4.72,Kuwait1997,,"30,354,434,553",18766,Generation X,4.720161834120026
Kuwait,1997,0,0,5,124500,4.02,Kuwait1997,,"30,354,434,553",18766,Generation X,4.016064257028113
Kuwait,1997,0,2,5,137300,3.64,Kuwait1997,,"30,354,434,553",18766,Boomers,3.6416605972323377
Kuwait,1997,1,1,10,313700,3.19,Kuwait1997,,"30,354,434,553",18766,Generation X,3.18775900541919
Kuwait,1997,1,4,1,46700,2.14,Kuwait1997,,"30,354,434,553",18766,Silent,2.1413276231263385
Kuwait,1997,1,0,2,153000,1.31,Kuwait1997,,"30,354,434,553",18766,Generation X,1.3071895424836601
Kuwait,1997,1,2,3,324800,0.92,Kuwait1997,,"30,354,434,553",18766,Boomers,0.9236453201970443
Kuwait,1997,0,3,0,165900,0.0,Kuwait1997,,"30,354,434,553",18766,Millenials,0.0
Kuwait,1997,0,4,0,25000,0.0,Kuwait1997,,"30,354,434,553",18766,Silent,0.0
Kuwait,1997,0,5,0,2700,0.0,Kuwait1997,,"30,354,434,553",18766,G.I. Generation,0.0
Kuwait,1997,1,3,0,172100,0.0,Kuwait1997,,"30,354,434,553",18766,Millenials,0.0
Kuwait,1997,1,5,0,3500,0.0,Kuwait1997,,"30,354,434,553",18766,G.I. Generation,0.0
Kuwait,1998,0,1,6,176454,3.4,Kuwait1998,,"25,941,929,462",14209,Generation X,3.4003196300452245
Kuwait,1998,0,2,6,184143,3.26,Kuwait1998,,"25,941,929,462",14209,Boomers,3.258337270490869
Kuwait,1998,1,1,10,342775,2.92,Kuwait1998,,"25,941,929,462",14209,Generation X,2.917365618846182
Kuwait,1998,0,0,3,137997,2.17,Kuwait1998,,"25,941,929,462",14209,Generation X,2.1739603034848582
Kuwait,1998,1,2,8,396063,2.02,Kuwait1998,,"25,941,929,462",14209,Boomers,2.019880675549092
Kuwait,1998,1,4,1,56327,1.78,Kuwait1998,,"25,941,929,462",14209,Silent,1.7753475242778773
Kuwait,1998,1,0,1,151264,0.66,Kuwait1998,,"25,941,929,462",14209,Generation X,0.6610958324518722
Kuwait,1998,0,3,0,166981,0.0,Kuwait1998,,"25,941,929,462",14209,Millenials,0.0
Kuwait,1998,0,4,0,32097,0.0,Kuwait1998,,"25,941,929,462",14209,Silent,0.0
Kuwait,1998,0,5,0,3970,0.0,Kuwait1998,,"25,941,929,462",14209,G.I. Generation,0.0
Kuwait,1998,1,3,0,173841,0.0,Kuwait1998,,"25,941,929,462",14209,Millenials,0.0
Kuwait,1998,1,5,0,3854,0.0,Kuwait1998,,"25,941,929,462",14209,G.I. Generation,0.0
Kuwait,1999,1,1,16,357800,4.47,Kuwait1999,,"30,121,879,435",15864,Generation X,4.471771939631079
Kuwait,1999,0,1,7,182700,3.83,Kuwait1999,,"30,121,879,435",15864,Generation X,3.8314176245210727
Kuwait,1999,1,2,14,413600,3.38,Kuwait1999,,"30,121,879,435",15864,Boomers,3.3849129593810443
Kuwait,1999,0,2,5,190600,2.62,Kuwait1999,,"30,121,879,435",15864,Boomers,2.6232948583420774
Kuwait,1999,1,0,2,157500,1.27,Kuwait1999,,"30,121,879,435",15864,Generation X,1.2698412698412698
Kuwait,1999,0,0,1,142800,0.7,Kuwait1999,,"30,121,879,435",15864,Generation X,0.700280112044818
Kuwait,1999,1,3,1,180700,0.55,Kuwait1999,,"30,121,879,435",15864,Millenials,0.5534034311012728
Kuwait,1999,0,3,0,172800,0.0,Kuwait1999,,"30,121,879,435",15864,Millenials,0.0
Kuwait,1999,0,4,0,33300,0.0,Kuwait1999,,"30,121,879,435",15864,Silent,0.0
Kuwait,1999,0,5,0,4200,0.0,Kuwait1999,,"30,121,879,435",15864,G.I. Generation,0.0
Kuwait,1999,1,4,0,58700,0.0,Kuwait1999,,"30,121,879,435",15864,Silent,0.0
Kuwait,1999,1,5,0,4000,0.0,Kuwait1999,,"30,121,879,435",15864,G.I. Generation,0.0
Kuwait,2000,0,1,10,189015,5.29,Kuwait2000,0.804,"37,711,864,407",19112,Generation X,5.290585403274872
Kuwait,2000,1,1,11,373318,2.95,Kuwait2000,0.804,"37,711,864,407",19112,Generation X,2.9465495904296066
Kuwait,2000,1,0,3,163848,1.83,Kuwait2000,0.804,"37,711,864,407",19112,Generation X,1.8309652848981983
Kuwait,2000,1,4,1,61145,1.64,Kuwait2000,0.804,"37,711,864,407",19112,Silent,1.6354567012838337
Kuwait,2000,0,0,2,147681,1.35,Kuwait2000,0.804,"37,711,864,407",19112,Generation X,1.3542703529905675
Kuwait,2000,1,2,5,431562,1.16,Kuwait2000,0.804,"37,711,864,407",19112,Boomers,1.158582080906104
Kuwait,2000,0,2,2,197224,1.01,Kuwait2000,0.804,"37,711,864,407",19112,Boomers,1.0140753660812072
Kuwait,2000,0,3,0,178644,0.0,Kuwait2000,0.804,"37,711,864,407",19112,Millenials,0.0
Kuwait,2000,0,4,0,34331,0.0,Kuwait2000,0.804,"37,711,864,407",19112,Silent,0.0
Kuwait,2000,0,5,0,4246,0.0,Kuwait2000,0.804,"37,711,864,407",19112,G.I. Generation,0.0
Kuwait,2000,1,3,0,187983,0.0,Kuwait2000,0.804,"37,711,864,407",19112,Millenials,0.0
Kuwait,2000,1,5,0,4156,0.0,Kuwait2000,0.804,"37,711,864,407",19112,G.I. Generation,0.0
Kuwait,2001,1,2,15,453739,3.31,Kuwait2001,,"34,890,772,742",17116,Boomers,3.3058652661552124
Kuwait,2001,1,1,8,367180,2.18,Kuwait2001,,"34,890,772,742",17116,Generation X,2.1787679067487336
Kuwait,2001,0,1,3,197334,1.52,Kuwait2001,,"34,890,772,742",17116,Generation X,1.5202651342394113
Kuwait,2001,1,0,2,172345,1.16,Kuwait2001,,"34,890,772,742",17116,Millenials,1.1604630247468741
Kuwait,2001,0,2,2,209093,0.96,Kuwait2001,,"34,890,772,742",17116,Boomers,0.9565121740086947
Kuwait,2001,0,0,0,158070,0.0,Kuwait2001,,"34,890,772,742",17116,Millenials,0.0
Kuwait,2001,0,3,0,180414,0.0,Kuwait2001,,"34,890,772,742",17116,Millenials,0.0
Kuwait,2001,0,4,0,38503,0.0,Kuwait2001,,"34,890,772,742",17116,Silent,0.0
Kuwait,2001,0,5,0,4919,0.0,Kuwait2001,,"34,890,772,742",17116,Silent,0.0
Kuwait,2001,1,3,0,189011,0.0,Kuwait2001,,"34,890,772,742",17116,Millenials,0.0
Kuwait,2001,1,4,0,63433,0.0,Kuwait2001,,"34,890,772,742",17116,Silent,0.0
Kuwait,2001,1,5,0,4489,0.0,Kuwait2001,,"34,890,772,742",17116,Silent,0.0
Kuwait,2002,1,2,18,482228,3.73,Kuwait2002,,"38,137,545,245",17668,Boomers,3.7326741707242217
Kuwait,2002,1,1,11,388020,2.83,Kuwait2002,,"38,137,545,245",17668,Generation X,2.8349054172465338
Kuwait,2002,1,0,5,185185,2.7,Kuwait2002,,"38,137,545,245",17668,Millenials,2.7000027000027
Kuwait,2002,0,1,5,213750,2.34,Kuwait2002,,"38,137,545,245",17668,Generation X,2.339181286549708
Kuwait,2002,0,2,4,225709,1.77,Kuwait2002,,"38,137,545,245",17668,Boomers,1.7721933994656838
Kuwait,2002,0,0,2,168033,1.19,Kuwait2002,,"38,137,545,245",17668,Millenials,1.1902423928633066
Kuwait,2002,0,3,0,183948,0.0,Kuwait2002,,"38,137,545,245",17668,Millenials,0.0
Kuwait,2002,0,4,0,41294,0.0,Kuwait2002,,"38,137,545,245",17668,Silent,0.0
Kuwait,2002,0,5,0,5290,0.0,Kuwait2002,,"38,137,545,245",17668,Silent,0.0
Kuwait,2002,1,3,0,193020,0.0,Kuwait2002,,"38,137,545,245",17668,Millenials,0.0
Kuwait,2002,1,4,0,67364,0.0,Kuwait2002,,"38,137,545,245",17668,Silent,0.0
Kuwait,2002,1,5,0,4762,0.0,Kuwait2002,,"38,137,545,245",17668,Silent,0.0
Kuwait,2003,0,1,9,185021,4.86,Kuwait2003,,"47,875,838,926",24544,Generation X,4.8643126996395
Kuwait,2003,1,2,17,397654,4.28,Kuwait2003,,"47,875,838,926",24544,Boomers,4.275073304933434
Kuwait,2003,1,1,11,296337,3.71,Kuwait2003,,"47,875,838,926",24544,Generation X,3.7119900653647706
Kuwait,2003,0,2,3,208524,1.44,Kuwait2003,,"47,875,838,926",24544,Boomers,1.4386833170282558
Kuwait,2003,0,0,2,167291,1.2,Kuwait2003,,"47,875,838,926",24544,Millenials,1.195521576175646
Kuwait,2003,1,0,2,209956,0.95,Kuwait2003,,"47,875,838,926",24544,Millenials,0.952580540684715
Kuwait,2003,0,3,0,172216,0.0,Kuwait2003,,"47,875,838,926",24544,Millenials,0.0
Kuwait,2003,0,4,0,44516,0.0,Kuwait2003,,"47,875,838,926",24544,Silent,0.0
Kuwait,2003,0,5,0,3525,0.0,Kuwait2003,,"47,875,838,926",24544,Silent,0.0
Kuwait,2003,1,3,0,190628,0.0,Kuwait2003,,"47,875,838,926",24544,Millenials,0.0
Kuwait,2003,1,4,0,70627,0.0,Kuwait2003,,"47,875,838,926",24544,Silent,0.0
Kuwait,2003,1,5,0,4327,0.0,Kuwait2003,,"47,875,838,926",24544,Silent,0.0
Kuwait,2004,1,2,17,402163,4.23,Kuwait2004,,"59,440,108,585",29778,Boomers,4.2271417310891355
Kuwait,2004,0,1,7,192013,3.65,Kuwait2004,,"59,440,108,585",29778,Generation X,3.645586496747616
Kuwait,2004,0,2,7,212485,3.29,Kuwait2004,,"59,440,108,585",29778,Boomers,3.2943501894251357
Kuwait,2004,1,0,5,206153,2.43,Kuwait2004,,"59,440,108,585",29778,Millenials,2.4253830892589483
Kuwait,2004,1,1,6,318728,1.88,Kuwait2004,,"59,440,108,585",29778,Generation X,1.8824828694058884
Kuwait,2004,0,0,3,168373,1.78,Kuwait2004,,"59,440,108,585",29778,Millenials,1.7817583579314975
Kuwait,2004,0,3,0,175678,0.0,Kuwait2004,,"59,440,108,585",29778,Millenials,0.0
Kuwait,2004,0,4,0,47016,0.0,Kuwait2004,,"59,440,108,585",29778,Silent,0.0
Kuwait,2004,0,5,0,3453,0.0,Kuwait2004,,"59,440,108,585",29778,Silent,0.0
Kuwait,2004,1,3,0,192791,0.0,Kuwait2004,,"59,440,108,585",29778,Millenials,0.0
Kuwait,2004,1,4,0,73036,0.0,Kuwait2004,,"59,440,108,585",29778,Silent,0.0
Kuwait,2004,1,5,0,4197,0.0,Kuwait2004,,"59,440,108,585",29778,Silent,0.0
Kuwait,2005,1,1,21,346283,6.06,Kuwait2005,0.795,"80,797,945,205",39166,Generation X,6.0644039701631325
Kuwait,2005,1,2,17,413321,4.11,Kuwait2005,0.795,"80,797,945,205",39166,Boomers,4.113025953193765
Kuwait,2005,0,1,7,203126,3.45,Kuwait2005,0.795,"80,797,945,205",39166,Generation X,3.446136880556896
Kuwait,2005,0,0,3,168662,1.78,Kuwait2005,0.795,"80,797,945,205",39166,Millenials,1.7787053396734298
Kuwait,2005,1,4,1,74974,1.33,Kuwait2005,0.795,"80,797,945,205",39166,Silent,1.3337957158481606
Kuwait,2005,1,0,2,201000,1.0,Kuwait2005,0.795,"80,797,945,205",39166,Millenials,0.9950248756218906
Kuwait,2005,0,2,1,220232,0.45,Kuwait2005,0.795,"80,797,945,205",39166,Boomers,0.4540666206545825
Kuwait,2005,0,3,0,181830,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Millenials,0.0
Kuwait,2005,0,4,0,49714,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Silent,0.0
Kuwait,2005,0,5,0,3575,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Silent,0.0
Kuwait,2005,1,3,0,195927,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Millenials,0.0
Kuwait,2005,1,5,0,4324,0.0,Kuwait2005,0.795,"80,797,945,205",39166,Silent,0.0
Kuwait,2006,1,1,18,360383,4.99,Kuwait2006,,"101,550,654,721",46890,Generation X,4.99468620883893
Kuwait,2006,1,2,14,432150,3.24,Kuwait2006,,"101,550,654,721",46890,Boomers,3.2396158741177827
Kuwait,2006,0,1,5,215556,2.32,Kuwait2006,,"101,550,654,721",46890,Generation X,2.3195828462209356
Kuwait,2006,0,4,1,50864,1.97,Kuwait2006,,"101,550,654,721",46890,Silent,1.9660270525322427
Kuwait,2006,0,2,3,235105,1.28,Kuwait2006,,"101,550,654,721",46890,Boomers,1.2760256055804853
Kuwait,2006,0,0,2,182410,1.1,Kuwait2006,,"101,550,654,721",46890,Millenials,1.0964311167150924
Kuwait,2006,1,0,2,215810,0.93,Kuwait2006,,"101,550,654,721",46890,Millenials,0.9267411148695611
Kuwait,2006,0,3,0,187102,0.0,Kuwait2006,,"101,550,654,721",46890,Millenials,0.0
Kuwait,2006,0,5,0,3887,0.0,Kuwait2006,,"101,550,654,721",46890,Silent,0.0
Kuwait,2006,1,3,0,199187,0.0,Kuwait2006,,"101,550,654,721",46890,Millenials,0.0
Kuwait,2006,1,4,0,78524,0.0,Kuwait2006,,"101,550,654,721",46890,Silent,0.0
Kuwait,2006,1,5,0,4735,0.0,Kuwait2006,,"101,550,654,721",46890,Silent,0.0
Kuwait,2007,1,1,21,640909,3.28,Kuwait2007,,"114,641,097,818",37283,Generation X,3.2765962094462706
Kuwait,2007,0,1,7,301345,2.32,Kuwait2007,,"114,641,097,818",37283,Generation X,2.3229189135376394
Kuwait,2007,1,4,2,99708,2.01,Kuwait2007,,"114,641,097,818",37283,Silent,2.0058571027400007
Kuwait,2007,1,0,5,268049,1.87,Kuwait2007,,"114,641,097,818",37283,Millenials,1.865330592540916
Kuwait,2007,0,2,6,325356,1.84,Kuwait2007,,"114,641,097,818",37283,Boomers,1.8441338103492788
Kuwait,2007,1,2,9,717868,1.25,Kuwait2007,,"114,641,097,818",37283,Boomers,1.2537123816634814
Kuwait,2007,0,0,1,220418,0.45,Kuwait2007,,"114,641,097,818",37283,Millenials,0.45368345597909426
Kuwait,2007,0,3,0,207774,0.0,Kuwait2007,,"114,641,097,818",37283,Generation Z,0.0
Kuwait,2007,0,4,0,58858,0.0,Kuwait2007,,"114,641,097,818",37283,Silent,0.0
Kuwait,2007,0,5,0,7399,0.0,Kuwait2007,,"114,641,097,818",37283,Silent,0.0
Kuwait,2007,1,3,0,220886,0.0,Kuwait2007,,"114,641,097,818",37283,Generation Z,0.0
Kuwait,2007,1,5,0,6348,0.0,Kuwait2007,,"114,641,097,818",37283,Silent,0.0
Kuwait,2008,1,1,13,712955,1.82,Kuwait2008,,"147,395,833,333",43746,Generation X,1.8233969885897428
Kuwait,2008,1,2,14,780428,1.79,Kuwait2008,,"147,395,833,333",43746,Boomers,1.793887456626364
Kuwait,2008,1,0,5,283568,1.76,Kuwait2008,,"147,395,833,333",43746,Millenials,1.7632455001974834
Kuwait,2008,0,1,6,348503,1.72,Kuwait2008,,"147,395,833,333",43746,Generation X,1.7216494549544767
Kuwait,2008,0,4,1,63516,1.57,Kuwait2008,,"147,395,833,333",43746,Silent,1.5744064487688143
Kuwait,2008,0,2,5,363431,1.38,Kuwait2008,,"147,395,833,333",43746,Boomers,1.3757769700438323
Kuwait,2008,1,4,1,110218,0.91,Kuwait2008,,"147,395,833,333",43746,Silent,0.9072928196846249
Kuwait,2008,0,0,2,247755,0.81,Kuwait2008,,"147,395,833,333",43746,Millenials,0.8072490968900727
Kuwait,2008,0,3,0,215473,0.0,Kuwait2008,,"147,395,833,333",43746,Generation Z,0.0
Kuwait,2008,0,5,0,8038,0.0,Kuwait2008,,"147,395,833,333",43746,Silent,0.0
Kuwait,2008,1,3,0,228709,0.0,Kuwait2008,,"147,395,833,333",43746,Generation Z,0.0
Kuwait,2008,1,5,0,6800,0.0,Kuwait2008,,"147,395,833,333",43746,Silent,0.0
Kuwait,2009,0,1,11,309613,3.55,Kuwait2009,,"105,899,930,507",33453,Generation X,3.552822394408503
Kuwait,2009,1,2,22,747742,2.94,Kuwait2009,,"105,899,930,507",33453,Boomers,2.942191290578836
Kuwait,2009,1,1,14,635172,2.2,Kuwait2009,,"105,899,930,507",33453,Generation X,2.2041273859678956
Kuwait,2009,0,2,6,342583,1.75,Kuwait2009,,"105,899,930,507",33453,Boomers,1.751400390562287
Kuwait,2009,1,0,4,262196,1.53,Kuwait2009,,"105,899,930,507",33453,Millenials,1.5255762864422036
Kuwait,2009,0,4,1,68187,1.47,Kuwait2009,,"105,899,930,507",33453,Silent,1.4665552084708229
Kuwait,2009,0,0,3,219634,1.37,Kuwait2009,,"105,899,930,507",33453,Millenials,1.3659087390841127
Kuwait,2009,0,3,0,219779,0.0,Kuwait2009,,"105,899,930,507",33453,Generation Z,0.0
Kuwait,2009,0,5,0,8255,0.0,Kuwait2009,,"105,899,930,507",33453,Silent,0.0
Kuwait,2009,1,3,0,231825,0.0,Kuwait2009,,"105,899,930,507",33453,Generation Z,0.0
Kuwait,2009,1,4,0,113405,0.0,Kuwait2009,,"105,899,930,507",33453,Silent,0.0
Kuwait,2009,1,5,0,7263,0.0,Kuwait2009,,"105,899,930,507",33453,Silent,0.0
Kuwait,2010,1,4,3,121359,2.47,Kuwait2010,0.809,"115,419,050,942",35171,Silent,2.472004548488369
Kuwait,2010,0,1,8,351659,2.27,Kuwait2010,0.809,"115,419,050,942",35171,Generation X,2.2749311122422577
Kuwait,2010,1,1,13,619392,2.1,Kuwait2010,0.809,"115,419,050,942",35171,Generation X,2.09883240338913
Kuwait,2010,1,2,9,762814,1.18,Kuwait2010,0.809,"115,419,050,942",35171,Generation X,1.1798420060460348
Kuwait,2010,0,0,2,231645,0.86,Kuwait2010,0.809,"115,419,050,942",35171,Millenials,0.8633901012324894
Kuwait,2010,0,2,3,387443,0.77,Kuwait2010,0.809,"115,419,050,942",35171,Generation X,0.7743074465147131
Kuwait,2010,1,0,1,254945,0.39,Kuwait2010,0.809,"115,419,050,942",35171,Millenials,0.392241463845143
Kuwait,2010,0,3,0,225440,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Generation Z,0.0
Kuwait,2010,0,4,0,72487,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Silent,0.0
Kuwait,2010,0,5,0,8964,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Silent,0.0
Kuwait,2010,1,3,0,237315,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Generation Z,0.0
Kuwait,2010,1,5,0,8151,0.0,Kuwait2010,0.809,"115,419,050,942",35171,Silent,0.0
Kuwait,2011,0,1,6,354327,1.69,Kuwait2011,0.812,"154,027,536,232",46203,Millenials,1.6933510570743973
Kuwait,2011,1,4,2,128263,1.56,Kuwait2011,0.812,"154,027,536,232",46203,Boomers,1.5592961337252362
Kuwait,2011,1,0,4,260399,1.54,Kuwait2011,0.812,"154,027,536,232",46203,Millenials,1.5361042093095594
